Processo;Contramarca;Navio;IMO;ATD;ATA;Bandeira;Tipo Navio;Agente Navegacao;Porto Seguinte;Porto Procedente;Motivo Escala;Local Atribuido;Morada Agente;Telefone Agente;Email Agente;Indicativo Chamada;GT;TAL;Comprimento;Calado Maximo;Porto Registo;Armador;Nome Anterior;Tipo;TAB;DWT;Boca Sinal;Velocidade Maxima;Tipo Trafego;Certificado Verde;Data Construcao;Capacidade Teus
LIS201901685;""04012019001687"";SHAIL AL RAYAN;9381172;2019-08-23 16:03;2019-08-13 13:47;Qatar;Graneleiro;OCIDENAVE-NAVEGACAO LDA;PORTO DESCONHECIDO;LAS PALMAS DE GRAND CANARIA;18 - DESCARGA;495 - TERM GRANEIS SILOPOR/TRAFARIA;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;A7HF;39736;0;224.94;12.89;QADOH;S'HAIL SHIPPING AND MARINE SERVICES;;202;25754;76629;32.26;0;1;C69;undefined;0
LIS201901519;""04012019001520"";SAFMARINE NAKURU;9356103;2019-08-23 18:59;2019-08-22 14:46;Hong-Kong;Porta-contentores;MAERSK PORTUGAL-AG TRANSP.INT.,LDA;ALGECIRAS;LEIXOES;13 - CARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;AV.D.JOAO II Nº 1.16.05. L - 11º;218980022;pt.manifest@maersk.com;VRKZ8;25904;0;210.54;9;HKHKG;MAERSK SHIPPING HONG KONG;;310;0;35137;29.8;0;1;CS;undefined;0
LIS201901635;""04012019001635"";GRANDE ATLANTICO;9130951;2019-08-23 20:00;2019-08-22 05:38;Gibraltar;Misto - Carga geral / Contentores;GRIMALDI PORTUGAL, LDA;CASABLANCA;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua D. Luís I – Nº 19, 2º Esq.;213216300;accounting@grimaldi.pt;ZDJO5;56642;0;213.9;9.1;GIGIB;ACL INVEST AB;;339;18257;27965;32.2;19;1;ISO;Fri Jan 01 00:00:00 GMT 1999;1321
LIS201901739;""04012019001741"";MONTE BRASIL;9083055;2019-08-23 20:11;2019-08-21 05:31;Portugal;Porta-contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;PONTA DELGADA;CANIÇAL;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;CSEM;7039;0;126.12;6;PTM6E;TRANSINSULAR;;310;3870;8450;19.4;0;4;C69;Sat Jan 01 00:00:00 GMT 1994;0
LIS201901760;""04012019001762"";MONTE DA GUIA;9123788;2019-08-23 20:49;2019-08-22 13:02;Portugal;Porta-contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LEIXOES;CANIÇAL;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;CSDB;7039;0;126.25;7;PTM6E;TRANSINSULAR;;310;3867;19934;19.65;0;4;CS;Sat Jan 01 00:00:00 GMT 1994;636
LIS201901552;""04012019001553"";LUDWIG SCHULTE;9435686;2019-08-23 22:29;2019-08-23 13:35;Singapura;Porta-contentores;HAPAG-LLOYD PORTUGAL, LDA;TANGER MED;LEIXOES;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Av. D. João II, Nº 44C, Piso 2, sala 2.4 Edifício Atlantis – Parque das Nações;0049403001-0;info.de@hlag.com;9VFK9;18321;0;175.48;8.9;SGSIN;HAPAG LLOYD;;310;10392;23175;27;0;1;CS;Tue Jan 01 00:00:00 GMT 2008;1740
LIS201901759;""04012019001761"";GUANARTEME;9280134;2019-08-24 00:11;2019-08-22 07:55;Espanha;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;SINES;18 - DESCARGA;825_FUNDEADOURO QUADRO OCIDENTAL SUL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;ECFV;2815;0;96.61;6;ESSCT;DISTRIBUIDORA MARITIMA PETROGAS, S.L.U.;;105;0;4222;14.2;0;3;C69;Thu Jan 01 00:00:00 GMT 2004;0
LIS201901756;""04012019001758"";FURNAS;9164548;2019-08-24 02:01;2019-08-21 00:12;Portugal;Porta-contentores;BENSAUDE-AGENTES DE NAVEGACAO LDA;PONTA DELGADA;SETUBAL;13 - CARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Praça Europa, nº2  Cais do Sodré;00351213243620 ;pedro.cardoso@bensaude.pt;CSBK;4450;0;100.6;4.5;PTPDL;MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA;;310;2150;5555;18.8;0;4;CS;Mon Mar 01 00:00:00 GMT 1999;275
LIS201901737;""04012019001739"";QUEEN ISABELLA;8908569;2019-08-24 06:01;2019-08-23 06:25;Liberia;Tanque Gás Liquefeito;PINTO BASTO IV-SERVICOS MARITIMOS,LDA;HUELVA;ARZEW;50 - DESCARGA NAVIO TANQUE IMDG CLASSES 2, 6 OU 8;710 - TERM GRANEIS ALKION/BARREIRO;AV 24 DE JULHO 1-D;269862598;agency.sines@pintobasto.com;A8IE2;7955;0;131.35;8.1;LRMLW;GASCHEM ICE GMBH & CO KG;;103;3144;12217;20;0;1;CS;Mon Jan 01 00:00:00 GMT 1996;0
LIS201901508;""04012019001509"";NEPTUNE;9640413;2019-08-24 08:56;2019-07-30 06:04;Tuvalu;Graneleiro;ATLANTIC LUSOFRETE – AFRETAMENTOS, TRANSPORTES E NAVEGAÇÃO S.A.;ROUEN;LAS PALMAS DE GRAND CANARIA;18 - DESCARGA;290 - CAIS DO BEATO / TMB;Rua Castilho , 14 – 4º;897979899;sines@atlantic-susofretre.pt;T2ZG4;20867;0;179.9;10.1;TVFUN;BRIANNA SHIPPING;;202;0;32318;28.4;0;1;CS;Sun Jan 01 00:00:00 GMT 2012;0
LIS201901733;""04012019001735"";EEMS SPIRIT;9559626;2019-08-24 22:21;2019-08-23 11:06;Holanda;Misto - Carga geral / Contentores;OCIDENAVE-NAVEGACAO LDA;BRIGHTLINGSEA;GANDIA;13 - CARGA;290 - CAIS DO BEATO / TMB;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;PBTK;1862;0;87.3;2.8;NLDZL;AMASUS SHIPPING BV;;339;0;2620;11.39;0;1;C69;Fri Jan 01 00:00:00 GMT 2010;0
LIS201901755;""04012019001757"";AVILA;9295529;2019-08-25 01:19;2019-08-24 06:32;Portugal;Porta-contentores;PMAR - Navegação Lda.;PRAIA;ALGECIRAS;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CQAD5;9935;0;140.66;7.8;PTM6E;AEGIR SHIPPING COMPANY LTD			;;310;0;12343;23.2;0;1;CS;Wed Dec 01 00:00:00 GMT 2004;0
LIS201901765;""04012019001767"";FUNCHALENSE 5;9388390;2019-08-25 02:34;2019-08-24 06:40;Portugal;Porta-contentores;PMAR - Navegação Lda.;CANIÇAL;LEIXOES;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSKN;7580;0;126.87;7;PTM6E;GS Lines – Transportes Marítimos LDA;;310;3586;8450;20.4;18.5;4;CS;Fri Jan 01 00:00:00 GMT 2010;724
LIS201901699;""04012019001701"";HELENA SCHEPERS;9584487;2019-08-25 17:32;2019-08-23 19:05;Portugal;Porta-contentores;GARLAND NAVEGACAO,LDA.;ROTTERDAM;LEIXOES;18 - DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;CQEW6;10318;5391;151.74;7;PTZFM;EMSFRACHT SHIPPING COMPANY LIMTED;;310;0;13031;23.4;0;1;CS;Mon Feb 20 00:00:00 GMT 2017;0
LIS201901757;""04012019001759"";CONMAR FJORD;9244192;2019-08-25 21:06;2019-08-25 06:40;Portugal;Carga Geral single deck;WEC LINES-IBERO PORTUGAL LDA;CASABLANCA;LEIXOES;13 - CARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua do Progresso 471 3º  teste;213895541 ;Operations.Sines@wec-ibero.pt;VSZP7;6191;0;132.6;5;PTM6E;CONMAR SHIPPING GMBH & CO.;;335;3075;8081;19.2;18;1;ISP;Tue Oct 01 00:00:00 GMT 2002;0
LIS201901725;""04012019001727"";DATTILO M;9333474;2019-08-25 21:22;2019-08-24 20:31;Italia;Tanque Químico;MARMEDSA - AGENCIA MARITIMA, LDA;ALTO  MAR;HUELVA;18 - DESCARGA;710 - TERM GRANEIS ALKION/BARREIRO;Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações;269869190;opsptlis@marmedsa.com;IBXJ;13671;0;161.08;7.8;ITCTA;GLENCOVE CORPORATION LV;;102;6655;21600;23;15;1;CS;Sun May 07 00:00:00 GMT 2006;0
LIS201901689;""04012019001691"";MARIA LUISA;9231133;2019-08-26 16:25;2019-08-22 14:25;Antigua e Barbuda;Carga Geral single deck;NAIP - NAVEGACAO AG INT PORTUGUESA;SAO TOME;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;AV D CARLOS I, Nº44 - 8º;229392610/1/2;ffernandes@naip.pt;V2GY8;23132;0;192.9;8.5;AGSJO;MARIA LUISA SCHIFFAHRTS GMBH;;335;9375;30490;27.8;0;1;CS;Fri Mar 01 00:00:00 GMT 2002;0
LIS201901742;""04012019001744"";CELTIC VENTURE;9238399;2019-08-26 17:38;2019-08-24 20:01;Reino Unido;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;PORTO NOGARO;WARRENPOINT;13 - CARGA;300 - CAIS DO POÇO DO BISPO / TMPB;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;MACN5;2999;0;89.99;5;GBCDF;CHARLES M WILLIE & CO SHIPPING;;335;1639;5005;14;0;1;C69;Thu Aug 01 00:00:00 GMT 2002;0
LIS201901700;""04012019001702"";X-PRESS MONTE BIANCO;9276341;2019-08-26 17:54;2019-08-25 08:25;Malta;Porta-contentores;GARLAND NAVEGACAO,LDA.;TANGIER;LEIXOES;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;9HA3446;6434;0;133.58;7;MTMLA;NORBULK SHIPPING UK LTD;;310;0;8496;19.4;0;1;CS;Wed Jan 01 00:00:00 GMT 2003;0
LIS201901738;""04012019001740"";MARIELYST;9448669;2019-08-26 22:02;2019-08-26 12:35;Portugal;Porta-contentores;BOLUDA LINES PORTUGAL, Sociedade Unipessoal, Lda;SANTA CRUZ DE TENERIFE;LEIXOES;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Alameda dos Oceanos, 25 escritorio nº 6;927735062;tomas.freire@boluda.com.es;CQAE2;12514;0;157.92;7.8;PTFNC;ER SCHIFFAHRT GMBH & CIE KG;;310;0;14236;23.5;0;1;CS;Fri Jan 01 00:00:00 GMT 2010;0
LIS201901706;""04012019001708"";VEENDAM;9102992;2019-08-26 23:53;2019-08-26 05:04;Holanda;CRUZEIROS;JAMES RAWES NAVEGACAO LDA;PONTA DELGADA;GIBRALTAR;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;PHEO;57092;0;219.21;7.8;NLRTM;HOLLAND AMERICA LINE;;361;27082;6604;30.83;20;1;CS;Wed May 01 00:00:00 GMT 1996;0
LIS201901773;""04012019001775"";GUANARTEME;9280134;2019-08-27 08:45;2019-08-26 16:03;Espanha;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;SINES;18 - DESCARGA;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;ECFV;2815;0;96.61;6;ESSCT;DISTRIBUIDORA MARITIMA PETROGAS, S.L.U.;;105;0;4222;14.2;0;3;C69;Thu Jan 01 00:00:00 GMT 2004;0
LIS201901616;""04012019001617"";JPO ARIES;9220328;2019-08-27 15:12;2019-08-23 09:20;Portugal;Porta-contentores;OCIDENAVE-NAVEGACAO LDA;HALIFAX, NS;VALENCIA;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;CQHF;25361;0;207.33;9;PTM6E;RAM SHIPPING COMPANY LIMITED;;310;0;33937;29.8;0;1;CS;Mon Jan 01 00:00:00 GMT 2001;0
LIS201901744;""04012019001746"";ELBSAILOR;9448695;2019-08-27 15:51;2019-08-25 16:47;Antigua e Barbuda;Porta-contentores;ONE SHIPPING, LDA;LONDON GATEWAY PORT;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes 682;351 931121675;bruno.oliveira@one-line.com;V2GY6;12514;0;157.93;9;AGSJO;ELBFEEDER SHIPPING COMPANY LIMITED;;310;0;14236;23.5;0;1;C69;Mon Sep 01 00:00:00 GMT 2008;0
LIS201901770;""04012019001772"";PASSAT;9326964;2019-08-27 19:07;2019-08-27 06:15;Portugal;Porta-contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LEIXOES;PONTA DELGADA;18 - DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V2GJ8;9990;0;134.44;6.7;PTM6E;TRANSINSULAR - TRANSPORTES MARITIMOS INSULARES , S A;;310;0;13963;22.5;0;1;CA;Sat Jan 01 00:00:00 GMT 2005;0
LIS201901763;""04012019001765"";BAKU;8811390;2019-08-27 20:50;2019-08-26 09:46;Turquia;Carga Geral multi deck;JAMES RAWES NAVEGACAO LDA;PORTO DESCONHECIDO;CAEN;18 - DESCARGA;305 - TERM GRANEIS SILOPOR/BEATO;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;TCCD5;12930;0;165.5;8.7;TRIST;DEVAL SHIPPING;;336;0;18845;23.05;0;1;CS;Mon Jan 01 00:00:00 GMT 2001;0
LIS201901776;""04012019001778"";RUTH;9376036;2019-08-27 21:46;2019-08-27 12:54;Chipre;Porta-contentores;MACANDREWS-NAVEGACAO TRANSITOS LDA;LEIXOES;TANGER MED;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;CAIS OFICINAS-ROCHA CONDE ÓBIDOS;1111111;lisbon@macandrews.com;5BEG2;9981;0;134.44;7.5;CYLMS;MS 'Ruth' Jens und Waller GmbH & Co KG;;310;6006;11253;22.5;18.5;1;CS;Tue Jan 01 00:00:00 GMT 2008;0
LIS201901768;""04012019001770"";PANTONIO;9440576;2019-08-28 00:05;2019-08-25 06:29;Portugal;Porta-contentores;PMAR - Navegação Lda.;CANIÇAL;CANIÇAL;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CQEC7;7545;0;129.66;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;0;8153;20.6;0;1;CA;Mon Jan 01 00:00:00 GMT 2007;0
LIS201901694;""04012019001696"";AMALEA;9470818;2019-08-28 02:18;2019-08-19 11:08;Liberia;Graneleiro;OCIDENAVE-NAVEGACAO LDA;PORTO DESCONHECIDO;NIKOLAYEV;18 - DESCARGA;495 - TERM GRANEIS SILOPOR/TRAFARIA;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;D5PX4;16960;0;169.26;9.7;LRMLW;ALLSEAS INC;;202;0;28451;27.2;0;1;CS;Thu Sep 25 00:00:00 GMT 2008;0
LIS201901775;""04012019001777"";ATLANTIS ANDAMAN;9508079;2019-08-28 15:05;2019-08-27 06:49;Malta;Tanque Químico;PINTO BASTO IV-SERVICOS MARITIMOS,LDA;LEIXOES;ALGECIRAS;13 - CARGA;540 - TERM GRANEIS SOVENA/PALENÇA;AV 24 DE JULHO 1-D;269862598;agency.sines@pintobasto.com;9HYK9;4263;0;109;5;MTMLA;ARMONA DENIZCILIK;;102;0;6416;16.8;0;1;CS;Thu Jan 01 00:00:00 GMT 2009;0
LIS201900212;""04012019000211"";EXPLORER OF THE SEAS;9161728;2019-08-28 17:02;2019-08-28 04:47;Bahamas, Ilhas;CRUZEIROS;ARENTHERN - AG NAVEG SOC UNIP LDA;CHERBOURG;MARSEILLE;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Edifício Lisboa Oriente, Av. Infante D. Henrique, 333, Edifício 4 Piso 5, Escritório 62;211531178;ssantos@incargo.pt;C6SE4;138194;0;311.12;9.1;BSNAS;ROYAL CARIBBEAN INTERNATIONAL;;361;0;11000;38.6;0;1;CS;Sat Jan 01 00:00:00 GMT 2000;0
LIS201901796;""04012019001798"";KNEBWORTH;9624809;2019-08-28 17:39;2019-08-28 10:24;Singapura;Tanque Gás Liquefeito;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;DAKAR;LA CORUNA;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;9V8047;7891;0;119.95;6.65;SGSIN;KOMAYA SHIPPING CO PTE LTD;;103;0;8584;20.048;0;1;C69;undefined;0
LIS201901767;""04012019001769"";CLARA;9312676;2019-08-28 21:27;2019-08-28 05:26;Portugal;Carga Geral single deck;JAMES RAWES NAVEGACAO LDA;LES SABLES D'OLONNE;KLAIPEDA;18 - DESCARGA;305 - TERM GRANEIS SILOPOR/BEATO;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;V2GQ9;3870;0;106.15;6.14;PTM6E;ALPHA SHIPPING CO SIA;;335;2132;5780;14.4;13;1;CA;Sat Jan 31 00:00:00 GMT 2004;240
LIS201901783;""04012019001785"";PINNACLE SPIRIT;9385192;2019-08-29 03:31;2019-08-28 06:48;Bahamas, Ilhas;Tanque Petroleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;ESCRAVOS TERMINAL;LA CORUNA;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;C6WZ5;81732;0;274.39;9.2;BSNAS;Samsung Heavy Inds;;101;0;159995;48;0;1;CA;Mon Apr 21 00:00:00 GMT 2008;0
LIS201901785;""04012019001787"";GUANARTEME;9280134;2019-08-29 12:17;2019-08-28 08:09;Espanha;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SETUBAL;SINES;18 - DESCARGA;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;ECFV;2815;0;96.61;6;ESSCT;DISTRIBUIDORA MARITIMA PETROGAS, S.L.U.;;105;0;4222;14.2;0;3;C69;Thu Jan 01 00:00:00 GMT 2004;0
LIS201901762;""04012019001764"";SWEDISH REEFER;9030149;2019-08-29 13:09;2019-08-28 05:31;Bahamas, Ilhas;Frigorífico;OREY COMERCIO NAVEGACAO,SA;ROTTERDAM;CAPETOWN;18 - DESCARGA;290 - CAIS DO BEATO / TMB;Rua Castilho , 14 – 4º;210958272;lisboa@orey-shipping.com;C6KD4;13049;0;158.13;9.99;BSNAS;Diamond Ship Management;;331;0;13930;24.4;0;1;CS;undefined;0
LIS201901791;""04012019001793"";LOLA B ;9353723;2019-08-29 15:12;2019-08-29 07:32;Portugal;Porta-contentores;BOLUDA LINES PORTUGAL, Sociedade Unipessoal, Lda;SEVILLA;SANTA CRUZ DE TENERIFE;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Alameda dos Oceanos, 25 escritorio nº 6;927735062;tomas.freire@boluda.com.es;CQAS3;8971;0;154.8;5.7;PTM6E;Volharding Shipyards;;310;4776;10750;21.5;14;1;;Mon Jan 01 00:00:00 GMT 2007;917
LIS201901782;""04012019001784"";CELTIC AMBASSADOR;9006370;2019-08-29 15:25;2019-08-28 22:10;Reino Unido;Misto - Carga geral / Contentores;ARENTHERN - AG NAVEG SOC UNIP LDA;RYE;HUELVA;13 - CARGA;300 - CAIS DO POÇO DO BISPO / TMPB;Edifício Lisboa Oriente, Av. Infante D. Henrique, 333, Edifício 4 Piso 5, Escritório 62;211531178;ssantos@incargo.pt;2HXM5;2449;0;88;4;GBCDF;CHARLES M. WILLIE (SHIPPING ) LTD.;;339;1380;3713;12.8;10;1;CS;Sat Jan 01 00:00:00 GMT 1994;0
LIS201901780;""04012019001782"";ELITE;9315018;2019-08-29 19:54;2019-08-29 05:31;Holanda;Misto - Carga geral / Contentores;WEC LINES-IBERO PORTUGAL LDA;SETUBAL;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua do Progresso 471 3º  teste;213895541 ;Operations.Sines@wec-ibero.pt;PHDA;11662;0;149.14;6.4;NLHAR;ELITE SHIPPING B.V.;;339;0;13682;22.5;0;1;ISP;Wed Jun 01 00:00:00 GMT 2005;0
LIS201901777;""04012019001779"";ARKLOW RULER;9344502;2019-08-29 20:05;2019-08-29 05:33;Irlanda;Carga Geral single deck;OCIDENAVE-NAVEGACAO LDA;PORTO DESCONHECIDO;SHOREHAM;18 - DESCARGA;305 - TERM GRANEIS SILOPOR/BEATO;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;EIXQ;2999;0;89.99;5.8;IEARK;ARKLOW SHIPPING ULC;;335;1639;4485;14;11.5;1;CS;Sat Apr 01 00:00:00 GMT 2006;138
LIS201901764;""04012019001766"";OLD WINE;8300951;2019-08-29 23:23;2019-08-27 06:15;Italia;Tanque Químico;OCIDENAVE-NAVEGACAO LDA;DAKAR;SETE;13 - CARGA;290 - CAIS DO BEATO / TMB;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;ICOM;2137;0;91.1;4;ITPMO;SICILSHIP SRL;;102;858;3052;13.7;12;1;CS;undefined;0
LIS201901520;""04012019001521"";SAFMARINE NAKURU;9356103;2019-08-30 01:01;2019-08-29 05:03;Hong-Kong;Porta-contentores;MAERSK PORTUGAL-AG TRANSP.INT.,LDA;LEIXOES;ALGECIRAS;18 - DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;AV.D.JOAO II Nº 1.16.05. L - 11º;218980022;pt.manifest@maersk.com;VRKZ8;25904;0;210.54;9.9;HKHKG;MAERSK SHIPPING HONG KONG;;310;0;35137;29.8;0;1;CS;undefined;0
LIS201901521;""04012019001522"";SAFMARINE NUBA;9356115;2019-08-30 01:31;2019-08-28 15:10;Hong-Kong;Porta-contentores;MAERSK PORTUGAL-AG TRANSP.INT.,LDA;ALGECIRAS;LEIXOES;13 - CARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;AV.D.JOAO II Nº 1.16.05. L - 11º;218980022;pt.manifest@maersk.com;VRLA5;25904;0;210.54;7.8;HKHKG;MAERSK SHIPPING HONG KONG;;310;0;35144;29.8;0;1;ISP;Tue Jan 01 00:00:00 GMT 2008;0
LIS201901786;""04012019001788"";ANDRE MALRAUX;9666302;2019-08-30 15:17;2019-08-29 16:50;França;Investigação / Exploração;OREY COMERCIO NAVEGACAO,SA;MARSEILLE;LORIENT;1 - ABASTECIMENTO DE COMBUSTIVEL;120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS;Rua Castilho , 14 – 4º;210958272;lisboa@orey-shipping.com;FLVA;335;0;35.9;3.2;FRMRS;FRANCE GOVT;;492;0;233;8.85;0;1;CS;Sun Jan 01 00:00:00 GMT 2012;0
LIS201901797;""04012019001799"";GUANARTEME;9280134;2019-08-30 16:10;2019-08-30 06:20;Espanha;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;SETUBAL;13 - CARGA;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;ECFV;2815;0;96.61;5.5;ESSCT;DISTRIBUIDORA MARITIMA PETROGAS, S.L.U.;;105;0;4222;14.2;0;3;C69;Thu Jan 01 00:00:00 GMT 2004;0
LIS201901792;""04012019001794"";MONTE DA GUIA;9123788;2019-08-30 17:40;2019-08-29 12:13;Portugal;Porta-contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LEIXOES;CANIÇAL;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;CSDB;7039;0;126.25;7;PTM6E;TRANSINSULAR;;310;3867;19934;19.65;0;4;CS;Sat Jan 01 00:00:00 GMT 1994;636
LIS201901806;""04012019001808"";SPANACO FIDELITY;9472024;2019-08-30 19:28;2019-08-29 14:03;Antigua e Barbuda;Carga Geral multi deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;PORTO NOGARO;VILLAGARCIA DE AROSA;13 - CARGA;300 - CAIS DO POÇO DO BISPO / TMPB;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V2QR9;2984;0;89.94;3.3;AGSJO;INTERORIENT MARINE SERVICES;;336;1327;4193;15.2;12;1;CA;Wed Apr 01 00:00:00 GMT 2009;0
LIS201901769;""04012019001771"";CORVO;9381275;2019-08-30 21:03;2019-08-23 21:07;Portugal;Porta-contentores;BENSAUDE-AGENTES DE NAVEGACAO LDA;PONTA DELGADA;PRAIA DA VITORIA;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Praça Europa, nº2  Cais do Sodré;00351213243620 ;pedro.cardoso@bensaude.pt;CSBH;7064;0;119.9;6.2;PTPDL;MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA;;310;0;9000;20;16;1;CS;Tue Jan 23 00:00:00 GMT 2007;410
LIS201901774;""04012019001776"";INSULAR;9150420;2019-08-30 22:08;2019-08-25 19:14;Portugal;Porta-contentores;PMAR - Navegação Lda.;PONTA DELGADA;PONTA DELGADA;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSDD;5599;0;119.8;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;2679;6700;20;0;4;ISP;Thu Jan 01 00:00:00 GMT 1998;0
