Processo;Contramarca;Navio;IMO;ATD;ATA;Bandeira;Tipo Navio;Agente Navegacao;Porto Seguinte;Porto Procedente;Motivo Escala;Local Atribuido;Morada Agente;Telefone Agente;Email Agente;Indicativo Chamada;GT;TAL;Comprimento;Calado Maximo;Porto Registo;Armador;Nome Anterior;Tipo;TAB;DWT;Boca Sinal;Velocidade Maxima;Tipo Trafego;Certificado Verde;Data Construcao;Capacidade Teus
LIS201900334;""04012019000333"";MONTE DA GUIA;9123788;2019-02-08 19:53;2019-02-08 04:32;Portugal;Porta-contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LEIXOES;CANIÇAL;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;CSDB;7039;0;126.25;6.2;PTM6E;TRANSINSULAR;;310;3867;19934;19.65;0;4;CS;Sat Jan 01 00:00:00 GMT 1994;636
LIS201900300;""04012019000299"";X-PRESS MONTE CERVINO;9292943;2019-02-08 21:13;2019-02-08 13:15;Malta;Porta-contentores;GARLAND NAVEGACAO,LDA.;LEIXOES;TANGIER;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;9HA3980;6454;0;126.82;7;MTMLA;NORBULK SHIPPING UK LTD;;310;0;8505;19.4;0;1;ISP;Mon Feb 10 00:00:00 GMT 2003;0
LIS201900319;""04012019000318"";KAAMI;9063885;2019-02-09 06:30;2019-02-07 14:52;Holanda;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;AVEIRO;IPSWICH;18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;PFUA;2715;0;89.8;5.6;NLRTM;Misje Rederi AS;;335;1586;4293;13.19;0;1;CA;Tue Mar 01 00:00:00 GMT 1994;197
LIS201900276;""04012019000275"";LUDWIG SCHULTE;9435686;2019-02-09 11:19;2019-02-08 15:11;Singapura;Porta-contentores;HAPAG-LLOYD PORTUGAL, LDA;TANGER MED;DUNKERQUE;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Av. D. João II, Nº 44C, Piso 2, sala 2.4 Edifício Atlantis – Parque das Nações;0049403001-0;info.de@hlag.com;9VFK9;18321;0;175.48;9.5;SGSIN;HAPAG LLOYD;;310;10392;23175;27;0;1;CS;Tue Jan 01 00:00:00 GMT 2008;1740
LIS201900321;""04012019000320"";MONTE BRASIL;9083055;2019-02-09 15:31;2019-02-06 06:03;Portugal;Porta-contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;PONTA DELGADA;CANIÇAL;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;CSEM;7039;0;126.12;6;PTM6E;TRANSINSULAR;;310;3870;8450;19.4;0;4;C69;Sat Jan 01 00:00:00 GMT 1994;0
LIS201900297;""04012019000296"";ELITE;9315018;2019-02-09 19:04;2019-02-09 05:47;Holanda;Misto - Carga geral / Contentores;WEC LINES-IBERO PORTUGAL LDA;SETUBAL;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua do Progresso 471 3º  teste;213895541 ;Operations.Sines@wec-ibero.pt;PHDA;11662;0;149.14;6.6;NLHAR;ELITE SHIPPING B.V.;;339;0;13682;22.5;0;1;ISP;Wed Jun 01 00:00:00 GMT 2005;0
LIS201900322;""04012019000321"";FUNCHALENSE 5;9388390;2019-02-10 00:03;2019-02-09 06:44;Portugal;Porta-contentores;PMAR - Navegação Lda.;CANIÇAL;LEIXOES;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSKN;7580;0;126.87;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;3586;8450;20.4;18.5;4;CS;Fri Jan 01 00:00:00 GMT 2010;724
LIS201900327;""04012019000326"";GENCO RAPTOR;9330812;2019-02-10 17:59;2019-02-10 06:58;Ilhas Marshall;Graneleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SAN CIPRIAN;PORT KAMSAR;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V7NB8;41115;0;225;12.38;MHMAJ;GENCO;;202;0;76499;32.26;0;1;CA;undefined;0
LIS201900186;""04012019000186""; MEIN SCHIFF 2;9783576;2019-02-10 19:06;2019-02-08 05:09;Malta;CRUZEIROS;ARENTHERN - AG NAVEG SOC UNIP LDA;CADIZ;LEIXOES;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Edifício Lisboa Oriente, Av. Infante D. Henrique, 333, Edifício 4 Piso 5, Escritório 62;211531178;ssantos@incargo.pt;9HA4883;111554;0;315.7;8.05;MTMLA;TUI CRUISES;;361;0;7900;35.8;0;1;CS;Tue Nov 15 00:00:00 GMT 2016;0
LIS201900351;""04012019000350"";ANGELSEN SENIOR;2224457;2019-02-10 21:05;2019-02-09 10:07;Noruega;EMBARCAÇÕES DE PESCA;WILHELMSEN SHIPS SERVICE PORTUGAL, S.A.;KRISTIANSUND;PULA;44 - ARRIBADO/ABASTECIMENTO DE SOBRESSALENTES;120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS;R.FRADESSO DA SILVEIRA, 2 - 2ºA;213 210 900;wss.lisbon@wilhelmsen.com;LFEH;310;0;20.99;5.2;NOSVJ;HANS ANGELSEN OG SOENNER AS;;411;0;90;9;18;1;CA;undefined;0
LIS201900299;""04012019000298"";GERHARD SCHULTE;9328481;2019-02-10 22:52;2019-02-09 06:18;Hong-Kong;Porta-contentores;MAERSK PORTUGAL-AG TRANSP.INT.,LDA;TANGER MED;ALGECIRAS;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;AV.D.JOAO II Nº 1.16.05. L - 11º;218980022;pt.manifest@maersk.com;VRBY5;35991;0;230.98;8.5;HKHKG;WEALTH CROWN LTD;;310;0;42082;32.28;0;1;CS;Tue May 09 00:00:00 GMT 2006;0
LIS201900333;""04012019000332"";INSULAR;9150420;2019-02-10 23:02;2019-02-09 06:00;Portugal;Porta-contentores;PMAR - Navegação Lda.;PONTA DELGADA;PRAIA DA GRACIOSA;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSDD;5599;0;119.8;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;2679;6700;20;0;4;ISP;Thu Jan 01 00:00:00 GMT 1998;0
LIS201900352;""04012019000351"";WORLD CARRIER;9198226;2019-02-11 01:03;2019-02-10 14:25;Liberia;Ro-Ro não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;Ust'-Luga;ORAN (WAHRAN);1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;D5FH8;8821;0;126.85;5.2;LRMLW;SILVERKNOT MANAGEMENT LTD;;333;0;7100;20.3;0;1;CA;undefined;0
LIS201900336;""04012019000335"";SICHEM EAGLE;9388704;2019-02-11 06:54;2019-02-09 16:00;Malta;Tanque Químico;MARMEDSA - AGENCIA MARITIMA, LDA;ALTO  MAR;HUELVA;18 - DESCARGA;710 - TERM GRANEIS ALKION/BARREIRO;Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações;269869190;opsptlis@marmedsa.com;9HRB9;17822;0;170.1;8;MTMLA;SAFFRON 1 LEASING INC;;102;6662;25421;26.2;15.5;1;C69;Tue Jan 01 00:00:00 GMT 2008;0
LIS201900324;""04012019000323"";FGS  AUGSBURG;2224456;2019-02-11 17:02;2019-02-09 09:12;Alemanha;Guerra;LISMARITIMA-NAVEGACAO, LDA;BORKUM, INSEL;MALAGA;35 - VISITA OFICIAL NAVIO DE GUERRA ESTRANGEIRO;120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS;Rua José Estevão, 133 – 4º;969057693 ;lismaritima@lismaritima.pt;2YZ7;368;0;130.5;6.3;DEWEW;DE- Governo da Alemanha Federal;;981;0;368;14.6;0;1;;Mon Jan 01 00:00:00 GMT 1990;0
LIS201900344;""04012019000343"";PASSAT;9326964;2019-02-12 00:56;2019-02-11 06:57;Portugal;Porta-contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LEIXOES;PONTA DELGADA;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V2GJ8;9990;0;134.44;8;PTM6E;TRANSINSULAR - TRANSPORTES MARITIMOS INSULARES , S A;;310;0;13963;22.5;0;1;CA;Sat Jan 01 00:00:00 GMT 2005;0
LIS201900294;""04012019000293"";MY EFEKAN 1;9048639;2019-02-12 02:36;2019-02-09 11:44;Cook, Ilha;Misto - Carga geral / Contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;MOTRIL;Chornomorsk;18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;E5U3048;1246;0;89.99;4;CKATU;MY SHIP GROUP SA;;339;958;2820;11.44;10;1;CS;Wed Jan 01 00:00:00 GMT 1992;98
LIS201900338;""04012019000337"";ATLANTIC HORIZON;9341744;2019-02-12 03:12;2019-02-09 16:40;Chipre;Carga Geral single deck;PINTO BASTO IV-SERVICOS MARITIMOS,LDA;SETUBAL;CASTELLON DE LA PLANA;18 - DESCARGA;300 - CAIS DO POÇO DO BISPO / TMPB;AV 24 DE JULHO 1-D;269862598;agency.sines@pintobasto.com;5BEK2;3990;0;110.78;5.65;CYLMS;OAST ATLANTIC LIJN BV;;335;0;6000;14;0;1;CS;Fri May 19 00:00:00 GMT 2006;0
LIS201900339;""04012019000338"";TERESA OETKER;9490753;2019-02-12 07:56;2019-02-11 20:31;Liberia;Graneleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;MONROVIA;BILBAO;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;D5PF8;32839;0;189.99;10.71;LRMLW;ORION REEDEREI GMBH & CO KG;;202;0;57970;32.3;0;1;CS;undefined;0
LIS201900350;""04012019000349"";BAHIA TRES;9428671;2019-02-12 09:16;2019-02-11 21:35;Espanha;Tanque Petroleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;SINES;18 - DESCARGA;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;EADC;4969;0;99.8;6;ESSCT;MURELOIL;;101;1859;6920;18;0;1;CS;Mon Apr 30 00:00:00 GMT 2007;0
LIS201900302;""04012019000301"";CONMAR FJORD;9244192;2019-02-12 16:22;2019-02-12 05:33;Portugal;Carga Geral single deck;WEC LINES-IBERO PORTUGAL LDA;CASABLANCA;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua do Progresso 471 3º  teste;213895541 ;Operations.Sines@wec-ibero.pt;VSZP7;6191;0;132.6;5.6;PTM6E;CONMAR SHIPPING GMBH & CO.;;335;3075;8081;19.2;18;1;ISP;Tue Oct 01 00:00:00 GMT 2002;0
LIS201900326;""04012019000325"";AIDAMAR;9490052;2019-02-12 16:47;2019-02-11 12:11;Italia;CRUZEIROS;JAMES RAWES NAVEGACAO LDA;CARTAGENA;CADIZ;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;ICSJ;71304;0;253.22;7.3;ITGOA;COSTA CRUISES;;361;0;7757;32.2;0;1;CA;Sun Jan 01 00:00:00 GMT 2012;0
LIS201900304;""04012019000303"";HELENA SCHEPERS;9584487;2019-02-12 17:10;2019-02-12 06:00;Portugal;Porta-contentores;ONE SHIPPING, LDA;LEIXOES;ROTTERDAM;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes 682;351 931121675;bruno.oliveira@one-line.com;CQEW6;10318;5391;151.74;7.8;PTZFM;EMSFRACHT SHIPPING COMPANY LIMTED;;310;0;13031;23.4;0;1;CS;Mon Feb 20 00:00:00 GMT 2017;0
LIS201900337;""04012019000336"";GUANARTEME;9280134;2019-02-13 07:14;2019-02-10 04:24;Espanha;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SETUBAL;SINES;18 - DESCARGA;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;ECFV;2815;0;96.61;6;ESSCT;DISTRIBUIDORA MARITIMA PETROGAS, S.L.U.;;105;0;4222;14.2;0;3;C69;Thu Jan 01 00:00:00 GMT 2004;0
LIS201900323;""04012019000322"";SERDOLIK;9555333;2019-02-13 16:22;2019-02-08 16:21;Russia;Carga Geral multi deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SETUBAL;LENINGRAD (ST PETERSBURG);18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;UCLN;3505;0;89.96;6.4;RULED;VOLGA SHIPPING JSC;;336;0;5027;14.58;0;1;CS;Sun Jan 01 00:00:00 GMT 2012;0
LIS201900340;""04012019000339"";PANTONIO;9440576;2019-02-13 17:45;2019-02-12 11:50;Portugal;Porta-contentores;PMAR - Navegação Lda.;CANIÇAL;LEIXOES;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CQEC7;7545;0;129.66;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;0;8153;20.6;0;1;CA;Mon Jan 01 00:00:00 GMT 2007;0
LIS201900335;""04012019000334"";DANCE;9360972;2019-02-13 18:09;2019-02-13 05:15;Portugal;Porta-contentores;MACANDREWS-NAVEGACAO TRANSITOS LDA;VIGO;ALGECIRAS;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;CAIS OFICINAS-ROCHA CONDE ÓBIDOS;1111111;lisbon@macandrews.com;CQBH;7112;0;125.85;7.5;PTM6E;FERNANDO MARITIME LIMITED;;310;3095;8600;21.7;18;1;ISP;Sun Jan 01 00:00:00 GMT 2006;801
LIS201900290;""04012019000289"";RAQUEL S;9515591;2019-02-13 23:22;2019-02-12 07:41;Portugal;Porta-contentores;PMAR - Navegação Lda.;LAS PALMAS DE GRAND CANARIA;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CQAC6;17280;0;171.99;7;PTM6E;GS Lines – Transportes Marítimos LDA;;310;0;21442;27.6;19.3;1;CS;Tue Sep 01 00:00:00 GMT 2009;0
LIS201900325;""04012019000324"";LOLA B;9353735;2019-02-14 13:27;2019-02-14 05:57;Malta;Porta-contentores;BOLUDA LINES PORTUGAL, Sociedade Unipessoal, Lda;SEVILLA;SANTA CRUZ DE TENERIFE;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Alameda dos Oceanos, 25 escritorio nº 6;927735062;tomas.freire@boluda.com.es;9HA3137;8971;0;154.85;5.7;MTMLA;MS MASTERY D SCHIFFAHRTS GmbH;;310;0;10750;21.5;18;1;CS;Thu Jan 01 00:00:00 GMT 2009;917
LIS201900376;""04012019000375"";ATLANTIC MOON;9259032;2019-02-14 16:03;2019-02-14 06:12;Chipre;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;BAYONNE;JORF LASFAR;1 - ABASTECIMENTO DE COMBUSTIVEL;120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;C4VL2;3164;0;95.3;5.7;CYLMS;OOST ATLANTIC LIJN BV, ROTTERDAM;;335;1680;5000;13.35;12;1;CA;Sat Jun 01 00:00:00 GMT 2002;0
LIS201900358;""04012019000357"";GEMINI MAESTRO;9350006;2019-02-14 17:47;2019-02-13 08:02;Liberia;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LIVORNO (LEGHORN);LEIXOES;13 - CARGA;300 - CAIS DO POÇO DO BISPO / TMPB;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;D5MV4;5164;0;119.95;4.8;LRMLW;Vento Deniz Ist. Ve Tic LTD. STI;;335;0;7448;16.8;12;1;ISP;Mon Jan 01 00:00:00 GMT 2007;0
LIS201900182;""04012019000182"";CMA CGM TURQUOISE;9386471;2019-02-15 00:24;2019-02-14 05:36;Liberia;Porta-contentores;CMA CGM PORTUGAL - AGENTES DENAVEGAÇÃO, SA;ALGECIRAS;LE HAVRE;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Cais das Oficinas, Edificio 114, Rocha Conde d’Óbidos;213256220;lca.jsantos@cma-cgm.com;A8RB5;40560;0;259.8;8.9;LRMLW;Dioryx Maritime Corp;;310;0;52513;32.26;0;1;CS;Thu Jan 01 00:00:00 GMT 2009;0
LIS201900373;""04012019000372"";GUANARTEME;9280134;2019-02-15 13:38;2019-02-14 07:24;Espanha;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SETUBAL;SETUBAL;13 - CARGA;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;ECFV;2815;0;96.61;6;ESSCT;DISTRIBUIDORA MARITIMA PETROGAS, S.L.U.;;105;0;4222;14.2;0;3;C69;Thu Jan 01 00:00:00 GMT 2004;0
LIS201900382;""04012019000381"";C FORCE;9393072;2019-02-15 14:27;2019-02-15 06:57;Malta;Tanque Químico;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;Madeira;LEIXOES;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;9HYM9;6764;0;117;7.65;MTMLA;NRG MARITIME INC;;102;0;10303;21;0;1;CA;Thu Jan 01 00:00:00 GMT 2009;0
LIS201900359;""04012019000358"";SERENITY ZG;9013036;2019-02-15 15:56;2019-02-15 06:46;Panama;Carga Geral single deck;OREY COMERCIO NAVEGACAO,SA;MALTA (VALETTA);ARZEW;13 - CARGA;540 - TERM GRANEIS SOVENA/PALENÇA;Rua Castilho , 14 – 4º;210958272;lisboa@orey-shipping.com;HO9681;1282;0;75;2.5;PAPTY;GENC BROTHERS SHIPPING LTD;;335;675;1750;10.8;11;1;CS;Tue Oct 01 00:00:00 GMT 1991;0
LIS201900365;""04012019000364"";MONTE DA GUIA;9123788;2019-02-15 20:54;2019-02-15 06:21;Portugal;Porta-contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LEIXOES;CANIÇAL;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;CSDB;7039;0;126.25;6;PTM6E;TRANSINSULAR;;310;3867;19934;19.65;0;4;CS;Sat Jan 01 00:00:00 GMT 1994;636
LIS201900250;""04012019000249"";HANSA RENDSBURG;9155377;2019-02-15 21:11;2019-02-15 05:24;Liberia;Porta-contentores;HAPAG-LLOYD PORTUGAL, LDA;TANGER MED;DUNKERQUE;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Av. D. João II, Nº 44C, Piso 2, sala 2.4 Edifício Atlantis – Parque das Nações;0049403001-0;info.de@hlag.com;A8CF4;18335;0;175.58;9;LRMLW;HANSA RENDSBURG MBH & CO KG;;310;0;23992;27.4;0;1;CS;Fri May 05 00:00:00 GMT 2000;0
LIS201900354;""04012019000353"";CORVO;9381275;2019-02-15 23:15;2019-02-14 09:07;Portugal;Porta-contentores;BENSAUDE-AGENTES DE NAVEGACAO LDA;PONTA DELGADA;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Praça Europa, nº2  Cais do Sodré;00351213243620 ;pedro.cardoso@bensaude.pt;CSBH;7064;0;119.9;6.3;PTPDL;MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA;;310;0;9000;20;16;1;CS;Tue Jan 23 00:00:00 GMT 2007;410
LIS201900303;""04012019000302"";JULIUS-S;9294018;2019-02-15 23:41;2019-02-15 10:12;Antigua e Barbuda;Porta-contentores;OCIDENAVE-NAVEGACAO LDA;HALIFAX, NS;VALENCIA;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;V2GN4;25672;0;207.39;10.2;AGSJO;Julius-S GmbH & Co KG;;310;12591;33742;29.8;0;1;CS;Mon Nov 29 00:00:00 GMT 2004;2478
LIS201900375;""04012019000374"";BAHIA TRES;9428671;2019-02-16 16:21;2019-02-15 11:28;Espanha;Tanque Petroleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;SINES;18 - DESCARGA;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;EADC;4969;0;99.8;6;ESSCT;MURELOIL;;101;1859;6920;18;0;1;CS;Mon Apr 30 00:00:00 GMT 2007;0
LIS201900369;""04012019000368"";FUNCHALENSE 5;9388390;2019-02-16 23:05;2019-02-16 06:42;Portugal;Porta-contentores;PMAR - Navegação Lda.;CANIÇAL;LEIXOES;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSKN;7580;0;126.87;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;3586;8450;20.4;18.5;4;CS;Fri Jan 01 00:00:00 GMT 2010;724
LIS201900331;""04012019000330"";CELINA;9019200;2019-02-16 23:19;2019-02-13 18:22;Antigua e Barbuda;Misto - Carga geral / Contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;PORTO DESCONHECIDO;NEWPORT, GWENT;18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V2GV5;4073;0;101.4;6.7;AGSJO;INTERNACIONAL SHIPS BROKERS;;339;2161;5657;16.2;15;1;CS;Tue Jul 01 00:00:00 GMT 1997;310
LIS201900380;""04012019000379"";TEAM HAWK;9396000;2019-02-17 00:24;2019-02-14 20:25;Malta;Tanque Químico;OREY COMERCIO NAVEGACAO,SA;SINES;SINES;18 - DESCARGA;710 - TERM GRANEIS ALKION/BARREIRO;Rua Castilho , 14 – 4º;210958272;lisboa@orey-shipping.com;9HSE9;17822;0;170.11;8.9;MTMLA;TEAM TANKERS DEEP SEA LTD;;102;0;25385;26.2;0;1;C69;Tue Jan 01 00:00:00 GMT 2008;0
LIS201900397;""04012019000396"";SICHEM EAGLE;9388704;2019-02-17 01:22;2019-02-16 07:12;Malta;Tanque Químico;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LEIXOES;CASCAIS;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;9HRB9;17822;0;170.1;7.5;MTMLA;SAFFRON 1 LEASING INC;;102;6662;25421;26.2;15.5;1;C69;Tue Jan 01 00:00:00 GMT 2008;0
LIS201900353;""04012019000352"";EL SAAD;2224458;2019-02-17 08:41;2019-02-13 07:30;Argelia;Guerra;OREY COMERCIO NAVEGACAO,SA;ALGIERS (EL DJAZAIR);LES SABLES D'OLONNE;35 - VISITA OFICIAL NAVIO DE GUERRA ESTRANGEIRO;130 - CAIS SUL DA DOCA DE ALCANTARA;Rua Castilho , 14 – 4º;210958272;lisboa@orey-shipping.com;7TLU;80;0;30;1.4;DZALG;Republique democratique populaire d'Algerie;;981;0;80;6;0;3;;Fri Feb 01 00:00:00 GMT 2019;0
LIS201900318;""04012019000317"";ISTRIAN EXPRESS;9474383;2019-02-17 11:12;2019-02-16 16:54;Gibraltar;Porta-contentores;GARLAND NAVEGACAO,LDA.;ROTTERDAM;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;ZDKG2;12514;0;158;8.3;GIGIB;FLEET MANAGEMENT LIMITED;;310;0;14233;23.5;0;1;ISP;Sat Jan 01 00:00:00 GMT 2011;0
LIS201900368;""04012019000367"";ARAGONITH;9164081;2019-02-17 21:31;2019-02-16 18:48;Chipre;Tanque Químico;ATLANTIC LUSOFRETE – AFRETAMENTOS, TRANSPORTES E NAVEGAÇÃO S.A.;AVEIRO;VENTSPILS;48 - DESCARGA NAVIO TANQUE ACRILONITRILO;710 - TERM GRANEIS ALKION/BARREIRO;Rua Castilho , 14 – 4º;897979899;sines@atlantic-susofretre.pt;5BGX4;3218;0;92.6;5.5;CYLMS;LAKE VIEW SHIPPING CO. LTD.;;102;0;4482;15.33;0;1;CS;undefined;0
LIS201900370;""04012019000369"";INSULAR;9150420;2019-02-17 21:59;2019-02-17 06:39;Portugal;Porta-contentores;PMAR - Navegação Lda.;PONTA DELGADA;PRAIA DA VITORIA;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSDD;5599;0;119.8;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;2679;6700;20;0;4;ISP;Thu Jan 01 00:00:00 GMT 1998;0
