 Processo ; Contramarca ; Navio ; IMO ; ATD ; ATA ; Bandeira ; Tipo Navio ; Agente Navegacao ; Porto Seguinte ; Porto Procedente ; Motivo Escala ; Local Atribuido ; Morada Agente ; Telefone Agente ; Email Agente ; Indicativo Chamada ; GT ; TAL ; Comprimento ; Calado Maximo ; Porto Registo ; Armador ; Nome Anterior ; Tipo ; TAB ; DWT ; Boca Sinal ; Velocidade Maxima ; Tipo Trafego ; Certificado Verde ; Data Construcao ; Capacidade Teus 
 LIS201800338 ;" """"04012018000339"""" "; MARELLA CELEBRATION ;8027298; 2018-04-10 21:27 ; 2018-04-10 06:28 ; Malta ; CRUZEIROS ; ARENTHERN - AG NAVEG SOC UNIP LDA ; PORTIMAO ; MALAGA ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Edifício Lisboa Oriente, Av. Infante D. Henrique, 333, Edifício 4 Piso 5, Escritório 62 ;211531178; ssantos@incargo.pt ; 9HUI9 ;33933;0; 214.66 ; 7.85 ; MTMLA ; MARELLA CRUISES ;;361;16027;4243; 27.26 ;21;1; ISO ; Sun Jan 01 00:00:00 GMT 1984 ;0
 LIS201800664 ;" """"04012018000670"""" "; MARIS ;9122239; 2018-04-11 00:23 ; 2018-04-08 17:38 ; Chipre ; Porta-contentores ; PMAR - Navegação Lda. ; CANIÇAL ; CANIÇAL ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua Tomas Ribeiro 412, 1º ; 291 210 365 ; lsousa@pmar.pt ; 5BVJ4 ;3999;2176; 100.6 ;6; CYLMS ; BOX LINES TRANSPORTES INTERNACIONAIS S.A.R.L ;;310;3999;5325; 18.2 ;0;4; CS ; Sun Jan 01 00:00:00 GMT 1995 ;508
 LIS201800666 ;" """"04012018000672"""" "; CORVO ;9381275; 2018-04-11 10:06 ; 2018-04-09 21:40 ; Portugal ; Porta-contentores ; BENSAUDE-AGENTES DE NAVEGACAO LDA ; LEIXOES ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 540 - TERM GRANEIS SOVENA/PALENÇA ; Praça Europa, nº2  Cais do Sodré ;3,51213E+11; pedro.cardoso@bensaude.pt ; CSBH ;7064;0; 119.9 ; 7.5 ; PTPDL ; MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA ;;310;0;9000;20;16;1; CS ; Tue Jan 23 00:00:00 GMT 2007 ;410
 LIS201800611 ;" """"04012018000617"""" "; ANGON ;9320635; 2018-04-11 12:12 ; 2018-04-10 05:21 ; Portugal ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; SINES ; ROCHEFORT ; 18 - DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CQPQ ;2945;0; 89.5 ; 5.5 ; PTFNC ; NAVINORTE SA ;;335;1507;4500; 13.7 ;12;1; CA ; Sat Oct 01 00:00:00 GMT 2005 ;0
 LIS201800618 ;" """"04012018000624"""" "; SAFMARINE NAKURU ;9356103; 2018-04-11 13:15 ; 2018-04-08 19:20 ; Hong-Kong ; Porta-contentores ; MAERSK PORTUGAL-AG TRANSP.INT.,LDA ; ALGECIRAS ; LEIXOES ; 14 - CARGA/DESCARGA ; 800_FUNDEADOURO MAR DA PALHA ; AV.D.JOAO II Nº 1.16.05. L - 11º ;218980022; pt.manifest@maersk.com ; VRKZ8 ;25904;0; 210.54 ;9; HKHKG ; MAERSK SHIPPING HONG KONG ;;310;0;35137; 29.8 ;0;1; ISP ; undefined ;0
 LIS201800648 ;" """"04012018000654"""" "; PAULA C ;9373553; 2018-04-11 15:26 ; 2018-04-09 22:23 ; Reino Unido ; Carga Geral single deck ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; AVEIRO ; LES SABLES D  OLONNE ; 18 - DESCARGA ; 305 - TERM GRANEIS SILOPOR/BEATO ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; 2AHU2 ;2990;0; 89.8 ;6; GBCOW ; CARISBROOKE SHIPPING 636 LTD ;;335;0;5000; 14.5 ;0;1; CA ; Mon Mar 10 00:00:00 GMT 2008 ;0
 LIS201800609 ;" """"04012018000615"""" "; LE SOLEAL ;9641675; 2018-04-11 20:26 ; 2018-04-09 06:39 ; França ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; LEIXOES ; FUNCHAL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; FIHV ;10992;0; 142.1 ; 4.8 ; WFMAU ; PONANT CRUISES ;;361;0;1441;18;17;1; CS ; Sat Jun 01 00:00:00 GMT 2013 ;0
 LIS201800512 ;" """"04012018000517"""" "; ROMY TRADER ;9150080; 2018-04-11 21:07 ; 2018-04-11 14:52 ; Gibraltar ; Misto - Carga geral / Contentores ; MACANDREWS-NAVEGACAO TRANSITOS LDA ; TANGER MED ; VIGO ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; CAIS OFICINAS-ROCHA CONDE ÓBIDOS ;1111111; lisbon@macandrews.com ; ZDJX5 ;5941;2777; 132.23 ; 7.3 ; GIGIB ; ROMY SHIPPING AS ;;339;5941;8081; 19.2 ;0;1; CS ; Wed Jan 01 00:00:00 GMT 1997 ;0
 LIS201800650 ;" """"04012018000656"""" "; NBP CARRIER ;9505572; 2018-04-11 21:39 ; 2018-04-08 15:07 ; Antigua e Barbuda ; Carga Geral single deck ; OCIDENAVE-NAVEGACAO LDA ; PROVIDENCIALES ; BEJAIA (BOUGIE) ; 13 - CARGA ; 290 - CAIS DO BEATO / TMB ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; V2FH5 ;6668;0; 106.9 ; 5.5 ; AGSJO ; BORG CARRIER BV ;;335;0;8600; 18.2 ;0;1; CS ; Wed Mar 12 00:00:00 GMT 2008 ;0
 LIS201800670 ;" """"04012018000676"""" "; WILSON BELFAST ;9171060; 2018-04-12 03:32 ; 2018-04-10 00:02 ; Antigua e Barbuda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LONDONDERRY ; SETUBAL ; 13 - CARGA ; 290 - CAIS DO BEATO / TMB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2OD3 ;2446;0; 87.9 ;5; AGSJO ; GERDES SHIPPING & CHARTERING ;;335;1369;3694; 12.8 ;8;1; CS ; Mon Aug 01 00:00:00 GMT 1977 ;0
 LIS201800602 ;" """"04012018000608"""" "; CALA PALMA ;9164770; 2018-04-12 17:56 ; 2018-04-12 00:27 ; Italia ; Frigorífico ; OCIDENAVE-NAVEGACAO LDA ; VADO LIGURE ; MOIN ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; IBMI ;14868;0; 189.73 ;8; ITGOA ;  COSIARMA SPA ;;331;6071;16024; 24.02 ; 21.5 ;1; CS ; Sat Jan 01 00:00:00 GMT 2000 ;560
 LIS201800691 ;" """"04012018000696"""" "; LADY LARA ;9157428; 2018-04-12 19:55 ; 2018-04-12 12:27 ; Panama ; Graneleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; DUNKERQUE ; Carboneras ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 9HA3243 ;14397;0; 153.5 ;8; PAPTY ; FGM CHARTERING LTD ;;202;0;24021; 25.8 ;0;1; CS ; Thu Jan 01 00:00:00 GMT 1998 ;0
 LIS201800595 ;" """"04012018000601"""" "; BRAMAU ;9280677; 2018-04-12 22:28 ; 2018-04-11 10:52 ; Antigua e Barbuda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; ROSTOCK ; 18 - DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2BJ9 ;2461;0; 87.83 ; 5.3 ; AGSJO ; R.E.S. - REEDEREI ERWIN STRAHL. ;;335;1369;3704; 12.8 ;0;1; CA ; Thu Jan 05 00:00:00 GMT 2006 ;176
 LIS201800692 ;" """"04012018000697"""" "; QUEEN ISABELLA ;8908569; 2018-04-13 12:50 ; 2018-04-12 11:44 ; Liberia ; Tanque Gás Liquefeito ; PINTO BASTO IV-SERVICOS MARITIMOS,LDA ; ARZEW ; ARZEW ; 50 - DESCARGA NAVIO TANQUE IMDG CLASSES 2, 6 OU 8 ; 710 - TERM GRANEIS ALKION/BARREIRO ; AV 24 DE JULHO 1-D ;269862598; agency.sines@pintobasto.com ; A8IE2 ;7955;0; 131.35 ;8; LRMLW ; GASCHEM ICE GMBH & CO KG ;;103;3144;12217;20;0;1; CS ; Mon Jan 01 00:00:00 GMT 1996 ;0
 LIS201800693 ;" """"04012018000698"""" "; NORD GEMINI ;9746712; 2018-04-13 14:37 ; 2018-04-12 00:20 ; Ilhas Marshall ; Graneleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; JORF LASFAR ; MURMANSK ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V7JB6 ;43041;0;229; 11.85 ; MHMAJ ; NORDEN A/S DAMPSKIBSSELSKABET ;;202;0;81870; 32.29 ;0;1; CA ; undefined ;0
 LIS201800712 ;" """"04012018000718"""" "; ALBATROSS ;9427574; 2018-04-13 15:53 ; 2018-04-13 03:47 ; Panama ; Carga Geral multi deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; HOUSTON, TX ; BILBAO ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 3EXG7 ;15861;0; 157.23 ; 6.79 ; PAPTY ; ULTRABULK SHIPPING A/S ;;336;0;25028; 26.8 ;0;1; CS ; Fri May 06 00:00:00 GMT 2011 ;0
 LIS201800682 ;" """"04012018000688"""" "; ELAN ;9315006; 2018-04-13 17:42 ; 2018-04-12 01:42 ; Holanda ; Porta-contentores ; WEC LINES-IBERO PORTUGAL LDA ; SETUBAL ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Rua do Progresso 471 3º  teste ;213895541; Operations.Sines@wec-ibero.pt ; PHCZ ;11662;0; 149.14 ; 6.4 ; NLHAR ; MS ELAN BEWAARDER B.V. ;;310;0;13740; 22.5 ;0;1; C69 ; Sun May 15 00:00:00 GMT 2005 ;1008
 LIS201800620 ;" """"04012018000626"""" "; HANSA AUSTRALIA ;9459436; 2018-04-13 18:09 ; 2018-04-11 10:45 ; Portugal ; Porta-contentores ; MARMEDSA - AGENCIA MARITIMA, LDA ; ALGECIRAS ; LE HAVRE ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações ;269869190; opsptlis@marmedsa.com ; CQCG ;38388;0; 239.5 ; 10.7 ; PTM6E ; HANSA AUSTRALIA SHIPPING COMPANY LIMITED ;;310;0;47087; 32.2 ;0;1; CS ; Wed Jan 01 00:00:00 GMT 2014 ;0
 LIS201800658 ;" """"04012018000664"""" "; ARTEMIS ;8321591; 2018-04-13 19:15 ; 2018-04-06 13:03 ; Chipre ; Rebocador ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; ESBJERG HAVN ; PORTIMAO ; 11 - ARRIBADO/MAU TEMPO ; 120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; 5BVJ3 ;1989;0; 67.83 ; 5.5 ; CYLMS ; ARTEMIS NAVIGATION CO, LTD. ;;431;0;2330; 15.6 ;0;3; CS ; Sun Jan 01 00:00:00 GMT 1984 ;0
 LIS201800657 ;" """"04012018000663"""" "; ATALANTI ;8661616; 2018-04-13 19:26 ; 2018-04-06 13:10 ; Chipre ; Investigação / Exploração ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; ESBJERG HAVN ; PORTIMAO ; 11 - ARRIBADO/MAU TEMPO ; 120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; 5BYY2 ;5897;0; 96.99 ; 4.2 ; CYLMS ; KREOUSA SHIPPING CO LTD ;;492;0;5613; 31.46 ;0;1; CS ; Tue Jan 01 00:00:00 GMT 2008 ;0
 LIS201800706 ;" """"04012018000712"""" "; ANDRE MALRAUX ;9666302; 2018-04-13 20:00 ; 2018-04-12 08:50 ; França ; Investigação / Exploração ; OREY COMERCIO NAVEGACAO,SA ; ST NAZAIRE ; MARSEILLE ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 130 - CAIS SUL DA DOCA DE ALCANTARA ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; FLVA ;335;0; 35.9 ; 3.2 ; FRMRS ; FRANCE GOVT ;;492;0;233; 8.85 ;0;1; CS ; Sun Jan 01 00:00:00 GMT 2012 ;0
 LIS201800557 ;" """"04012018000563"""" "; ADASTRA ;9258557; 2018-04-13 20:43 ; 2018-04-01 20:54 ; Panama ; Graneleiro ; OCIDENAVE-NAVEGACAO LDA ; PORTO DESCONHECIDO ; NIKOLAYEV ; 18 - DESCARGA ; 495 - TERM GRANEIS SILOPOR/TRAFARIA ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; 3FQF6 ;25554;0;183; 9.02 ; PAPTY ; TRANSBULK MANAGEMENT inc ;;202;0;46493; 30.95 ;0;1; CS ; undefined ;0
 LIS201800696 ;" """"04012018000701"""" "; MONTE DA GUIA ;9123788; 2018-04-13 20:59 ; 2018-04-12 09:56 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; CANIÇAL ; 18 - DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSDB ;7039;0; 126.25 ;7; PTM6E ; TRANSINSULAR ;;310;3867;19934; 19.65 ;0;4; CS ; Sat Jan 01 00:00:00 GMT 1994 ;636
 LIS201800717 ;" """"04012018000723"""" "; HARMONY S ;9211107; 2018-04-14 01:53 ; 2018-04-13 01:07 ; Panama ; Graneleiro ; JAMES RAWES NAVEGACAO LDA ; LA PALLICE ; NANTES ; 18 - DESCARGA ; 305 - TERM GRANEIS SILOPOR/BEATO ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; 3FKP9 ;4362;0; 105.5 ; 7.1 ; PAPTY ; ORAS DENIZCILIK VE TICARET LTD ;;202;0;6687; 16.8 ;0;1; CA ; Fri May 28 00:00:00 GMT 1999 ;0
 LIS201800722 ;" """"04012018000728"""" "; CONMAR FJORD ;9244192; 2018-04-14 02:03 ; 2018-04-12 19:54 ; Portugal ; Carga Geral single deck ; WEC LINES-IBERO PORTUGAL LDA ; FIGUEIRA DA FOZ ; CASABLANCA ; 18 - DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Rua do Progresso 471 3º  teste ;213895541; Operations.Sines@wec-ibero.pt ; VSZP7 ;6191;0; 132.6 ; 5.5 ; PTM6E ; CONMAR SHIPPING GMBH & CO. ;;335;3075;8081; 19.2 ;18;1; CS ; Tue Oct 01 00:00:00 GMT 2002 ;0
 LIS201800629 ;" """"04012018000635"""" "; HALIFAX EXPRESS ;9200823; 2018-04-14 02:30 ; 2018-04-11 12:38 ; Hong-Kong ; Porta-contentores ; HAPAG-LLOYD PORTUGAL, LDA ; TANGER MED ; CAUCEDO ; 14 - CARGA/DESCARGA ; 800_FUNDEADOURO MAR DA PALHA ; Av. D. João II, Nº 44C, Piso 2, sala 2.4 Edifício Atlantis – Parque das Nações ; 0049403001-0 ; info.de@hlag.com ; VRMW7 ;54437;0; 294.02 ;13; HKHKG ; HAPAG-LLOYD ;;310;0;66818; 32.3 ;0;1; CS ; undefined ;0
 LIS201800684 ;" """"04012018000705"""" "; MONTE BRASIL ;9083055; 2018-04-14 03:07 ; 2018-04-12 00:06 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; PONTA DELGADA ; LEIXOES ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSEM ;7039;0; 126.12 ;7; PTM6E ; TRANSINSULAR ;;310;3870;8450; 19.4 ;0;4; CS ; Sat Jan 01 00:00:00 GMT 1994 ;0
 LIS201800672 ;" """"04012018000678"""" "; PINDO ;9381380; 2018-04-14 07:06 ; 2018-04-12 21:33 ; Portugal ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; VIVERO ; SAGUNTO ; 18 - DESCARGA ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CQAH4 ;5040;0; 119.98 ; 6.4 ; PTM6E ; SICAR NAVIERA SL ;;335;0;7750; 15.2 ;0;1; CA ; Sat Jan 26 00:00:00 GMT 2008 ;390
 LIS201800674 ;" """"04012018000680"""" "; HAVYARD 133 ;9821990; 2018-04-14 09:46 ; 2018-04-07 19:59 ; Noruega ; Ro-Ro/Passageiros ; OREY COMERCIO NAVEGACAO,SA ; LEIRVIK ; Yalova ; 11 - ARRIBADO/MAU TEMPO ; 100 - CAIS AV. DE ALCANTARA/TERMINAL PASSAGEIROS ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; LETR ;2100;0; 66.4 ; 4.2 ; NOAAF ; Fjord Line AS ;;332;0;1; 14.5 ;0;1;; undefined ;0
 LIS201800673 ;" """"04012018000679"""" "; OPAL ;9489479; 2018-04-14 09:46 ; 2018-04-07 19:59 ; Malta ; Rebocador ; OREY COMERCIO NAVEGACAO,SA ; LEIRVIK ; Yalova ; 11 - ARRIBADO/MAU TEMPO ; 100 - CAIS AV. DE ALCANTARA/TERMINAL PASSAGEIROS ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; 9HA2265 ;1678;0; 59.25 ; 4.2 ; MTMLA ; Polskie Ratownictwo ;;431;0;1343; 14.95 ;0;1; CA ; undefined ;0
 LIS201800593 ;" """"04012018000599"""" "; VINAYAK ;9493951; 2018-04-14 14:56 ; 2018-03-29 10:31 ; Singapura ; Graneleiro ; OCIDENAVE-NAVEGACAO LDA ; TAKORADI ; JORF LASFAR ; 13 - CARGA ; 800_FUNDEADOURO MAR DA PALHA ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; 9V5198 ;32287;0; 189.99 ; 6.2 ; SGSIN ; Synergy Maritime Private Limited ;;202;0;58089; 32.26 ;0;1; ISP ; undefined ;0
 LIS201800645 ;" """"04012018000651"""" "; X-PRESS SOUSSE ;9354349; 2018-04-14 16:28 ; 2018-04-12 14:27 ; Marrocos ; Misto - Carga geral / Contentores ; GARLAND NAVEGACAO,LDA. ; ALGECIRAS ; CASABLANCA ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; CNA5409 ;9981;0; 134.4 ; 7.2 ; MATNG ; X-PRESS FEEDERS ;;339;0;11257; 22.5 ;18;1; CA ; undefined ;0
 LIS201800651 ;" """"04012018000657"""" "; VIKING SEA ;9725421; 2018-04-14 17:50 ; 2018-04-14 06:54 ; Noruega ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; LEIXOES ; CADIZ ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; LAWP7 ;47842;0; 227.2 ; 6.5 ; NOBGO ; VIKING OCEAN CRUISES ;;361;0;4870; 28.8 ;0;1; CS ; Thu Mar 24 00:00:00 GMT 2016 ;0
 LIS201800644 ;" """"04012018000650"""" "; X-PRESS VESUVIO ;9328651; 2018-04-14 18:00 ; 2018-04-14 06:08 ; Malta ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; LEIXOES ; TANGIER ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; 9HA3961 ;6454;0; 133.6 ; 7.4 ; MTMLA ; TAGLIN PRIVATE LIMITED ;;310;3218;8500; 19.4 ; 17.5 ;1; CS ; Sat Jan 01 00:00:00 GMT 2005 ;0
 LIS201800716 ;" """"04012018000722"""" "; OOSTERDAM ;9221281; 2018-04-14 18:18 ; 2018-04-14 06:40 ; Holanda ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; HUELVA ; FUNCHAL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; PBKH ;82820;0; 285.23 ; 7.8 ; NLRTM ; HOLLAND AMERICA LINE  ;;361;41640;10965; 32.25 ;22;1; ISO ; Fri Aug 01 00:00:00 GMT 2003 ;0
 LIS201800721 ;" """"04012018000727"""" "; WIND SURF ;8700785; 2018-04-14 22:16 ; 2018-04-13 18:57 ; Bahamas, Ilhas ; CRUZEIROS ; PMS - PORTUGUESE MARIT AGENCY LDA ; TANGIER ; BRIDGETOWN ; 27 - MOVIMENTO DE PASSAGEIROS ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Largo da Lagoa, 15 E ;213405484; jprata@pmsagency.pt ; C6IO6 ;14745;0; 187.2 ; 5.2 ; BSNAS ; WINDSTAR CRUISES ;;361;5056;1654;20;15;1; CS ; Sun Jan 01 00:00:00 GMT 1989 ;0
 LIS201800697 ;" """"04012018000702"""" "; INSULAR ;9150420; 2018-04-14 22:58 ; 2018-04-11 23:43 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; PONTA DELGADA ; CANIÇAL ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSDD ;5599;0; 119.8 ; 6.5 ; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;2679;6700;20;0;4; CS ; Thu Jan 01 00:00:00 GMT 1998 ;0
 LIS201800596 ;" """"04012018000602"""" "; MARIA LUISA ;9231133; 2018-04-15 00:56 ; 2018-04-11 19:28 ; Antigua e Barbuda ; Carga Geral single deck ; NAIP - NAVEGACAO AG INT PORTUGUESA ; SAO TOME ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; AV D CARLOS I, Nº44 - 8º ; 229392610/1/2 ; ffernandes@naip.pt ; V2GY8 ;23132;0; 192.9 ; 9.3 ; AGSJO ; MARIA LUISA SCHIFFAHRTS GMBH ;;335;9375;30490; 27.8 ;0;1; CS ; Fri Mar 01 00:00:00 GMT 2002 ;0
 LIS201800727 ;" """"04012018000733"""" "; FUNCHALENSE 5 ;9388390; 2018-04-15 05:30 ; 2018-04-14 07:12 ; Portugal ; Porta-contentores ; PMAR - Navegação Lda. ; CANIÇAL ; LEIXOES ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua Tomas Ribeiro 412, 1º ; 291 210 365 ; lsousa@pmar.pt ; CSKN ;7580;0; 126.87 ;7; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;3586;8450; 20.4 ; 18.5 ;4; CS ; Fri Jan 01 00:00:00 GMT 2010 ;724
 LIS201800713 ;" """"04012018000719"""" "; AM BUCHANAN ;9624110; 2018-04-15 07:08 ; 2018-04-14 19:42 ; Ilhas Marshall ; Graneleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; PUERTO ORDAZ ; GIJON ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V7AT9 ;43987;0;229; 8.95 ; MHMAJ ; ARCELORMITTAL SHIPPING LTD ;;202;0;81795; 32.3 ;0;1; CA ; Tue Jan 01 00:00:00 GMT 2013 ;0
 LIS201800564 ;" """"04012018000570"""" "; MACAO STRAIT ;9362724; 2018-04-15 13:46 ; 2018-04-14 05:53 ; Portugal ; Porta-contentores ; OCIDENAVE-NAVEGACAO LDA ; MARIEL ; VALENCIA ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; CQFJ ;21018;0; 179.7 ;8; PTZFM ; MS MACAO STRAIT GMBH & CO, KG ;;310;0;25904; 27.6 ;0;1; CS ; Tue Jan 01 00:00:00 GMT 2008 ;0
 LIS201800734 ;" """"04012018000740"""" "; STAR BREEZE ;8807997; 2018-04-15 17:47 ; 2018-04-15 07:10 ; Bahamas, Ilhas ; CRUZEIROS ; PMS - PORTUGUESE MARIT AGENCY LDA ; FUNCHAL ; SETUBAL ; 27 - MOVIMENTO DE PASSAGEIROS ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Largo da Lagoa, 15 E ;213405484; jprata@pmsagency.pt ; C6FR4 ;9975;0; 133.8 ;5; BSNAS ; WINDSTAR CRUISES ;;361;0;820;19;19;1; CS ; Sun Jan 01 00:00:00 GMT 1989 ;0
 LIS201800723 ;" """"04012018000729"""" "; IVS MAGPIE ;9604732; 2018-04-15 18:52 ; 2018-04-15 10:26 ; Singapura ; Graneleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; ALTO  MAR ; ROUEN ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 9V9343 ;17019;0; 169.37 ; 9.71 ; SGSIN ; GRINDROD SHIPPING PTE LTD ;;202;0;28240;27237;0;1; CA ; undefined ;0
