 Processo ; Contramarca ; Navio ; IMO ; ATD ; ATA ; Bandeira ; Tipo Navio ; Agente Navegacao ; Porto Seguinte ; Porto Procedente ; Motivo Escala ; Local Atribuido ; Morada Agente ; Telefone Agente ; Email Agente ; Indicativo Chamada ; GT ; TAL ; Comprimento ; Calado Maximo ; Porto Registo ; Armador ; Nome Anterior ; Tipo ; TAB ; DWT ; Boca Sinal ; Velocidade Maxima ; Tipo Trafego ; Certificado Verde ; Data Construcao ; Capacidade Teus 
 LIS201600512 ;" """"04012016000511"""" "; OPDR LISBOA ;9389291; 2016-04-08 09:08 ; 2016-04-07 05:48 ; Chipre ; Porta-contentores ; OPDR IBERIA - UNIP LDA ; SETUBAL ; ALGECIRAS ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; AV D CARLOS I, Nº44 - 3RD FL 1200-649 LISBOA ;;; 5BAG2 ;7545;0; 129.59 ;6; CYLMS ; OLDENBURG-PORTUGIESISCHE ;;310;3085;8149; 20.6 ; 16.5 ;1; CS ; Mon Jan 01 00:00:00 GMT 2007 ;698
 LIS201600590 ;" """"04012016000589"""" "; X-PRESS MONTE CERVINO ;9292943; 2016-04-08 10:58 ; 2016-04-06 05:34 ; Malta ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; CASABLANCA ; LEIXOES ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; 9HA3980 ;6454;0; 126.82 ; 6.5 ; MTMLA ; NORBULK SHIPPING UK LTD ;;310;0;8505; 19.4 ;0;1; CS ; Mon Feb 10 00:00:00 GMT 2003 ;0
 LIS201600633 ;" """"04012016000634"""" "; VOORNEBORG ;9179373; 2016-04-08 11:29 ; 2016-04-08 05:16 ; Holanda ; Carga Geral multi deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; SAFI ; LA PALLICE ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; PCGI ;6130;0; 132.23 ; 5.3 ; NLDZL ; WAGENBORG SHIPPING BV ;;336;0;8734; 15.87 ; 14.9 ;1; CS ; 1999-11-18 00:00:00.0 ;0
 LIS201600602 ;" """"04012016000601"""" "; LAGOA ;9150470; 2016-04-08 17:18 ; 2016-04-03 07:14 ; Cabo Verde ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; LAS PALMAS DE GRAND CANARIA ; 14 - CARGA/DESCARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; D4HK ;3981;0; 100.6 ; 4.9 ; CVVXE ; TRANSINSULAR - TRANSPORTES MARITIMOS INSULARES , S A ;;310;1937;5003; 16.5 ;0;4; CS ; Wed Jan 01 00:00:00 GMT 1997 ;0
 LIS201600582 ;" """"04012016000581"""" "; BOMAR VENUS ;9374014; 2016-04-08 17:42 ; 2016-04-07 11:37 ; Malta ; Tanque Químico ; OREY COMERCIO NAVEGACAO,SA ; HUELVA ; AVEIRO ; 50 - DESCARGA NAVIO TANQUE IMDG CLASSES 2, 6 OU 8 ; 710 - TERM GRANEIS ALKION/BARREIRO ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; 9HA2648 ;3988;0; 107.34 ;6; MTMLA ; BOREALIS DENIZCILIK A.S. ;;102;1904;6064; 15.8 ;0;1; CS ; undefined ;0
 LIS201600645 ;" """"04012016000646"""" "; FALESIA ;9217890; 2016-04-08 18:17 ; 2016-04-07 20:36 ; Italia ; Tanque Químico ; OCIDENAVE-NAVEGACAO LDA ; HUELVA ; ANNABA (BONE) ; 13 - CARGA ; 505 - TERM COMB  OZ /PORTO BUCHOS ; Estrada Manuel Correia Lopes nº 682 ;3,51E+11; ops.lis@ocidenave.com ; IBUA ;3616;0; 99.71 ; 6.2 ; ITPMO ; ELBANA DI NAVIGAZIONI SPA ;;102;1436;5213; 15.4 ;0;1; C69 ; 1999-01-01 00:00:00.0 ;0
 LIS201600613 ;" """"04012016000613"""" "; PONTA DO SOL ;9141613; 2016-04-08 18:21 ; 2016-04-04 00:47 ; Portugal ; Porta-contentores ; VIA OCEANO AGENTES DE NAVEGAÇÃO LDA ; PONTA DELGADA ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; LARGO VARADOUROS N.º 4, 3º ; 220126242/3/4 ; lsousa@gruposousa.pt ; CSCR ;4115;0; 100.62 ;5; PTM6E ; TRANSINSULAR ;;310;2005;5184; 16.2 ;15;1; CS ; Sat Mar 01 00:00:00 GMT 1997 ;0
 LIS201600631 ;" """"04012016000632"""" "; KARKLOE ;9518995; 2016-04-08 21:00 ; 2016-04-08 00:37 ; Liberia ; Carga Geral multi deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; ALGIERS (EL DJAZAIR) ; ORISTANO ; 13 - CARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; D5BQ4 ;4220;0; 106.01 ; 4.8 ; LRMLW ; SCHULTE & BRUNS CHARTERING ;;336;0;5653; 15.2 ; 12.4 ;1; CS ; 2011-11-02 00:00:00.0 ;0
 LIS201600540 ;" """"04012016000539"""" "; MARTHA SCHULTE ;9449118; 2016-04-08 22:54 ; 2016-04-05 14:45 ; Liberia ; Porta-contentores ; MARMEDSA - AGENCIA MARITIMA, LDA ; ALGECIRAS ; LE HAVRE ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações ;269869190; opsptlis@marmedsa.com ; D5AP5 ;38364;0; 239.48 ;10; LRMLW ; MABLEDON SHIPPING INC ;;310;0;46925; 32.2 ;0;1; CA ; 2012-01-01 00:00:00.0 ;0
 LIS201600550 ;" """"04012016000549"""" "; GRANDE CAMEROON ;9377482; 2016-04-08 23:24 ; 2016-04-08 09:07 ; Italia ; Ro-Ro/Contentores ; GRIMALDI PORTUGAL, LDA ; DAKAR ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Rua D. Luís I – Nº 19, 2º Esq. ;213216300; accounting@grimaldi.pt ; ICEW ;47218;0;210; 9.3 ; ITPMO ; Grimaldi Deep Sea S.p.A. ;;338;14165;25000; 32.26 ;0;1; CS ; 2010-01-01 00:00:00.0 ;800
 LIS201600660 ;" """"04012016000661"""" "; SPANACO LOYALTY ;9373503; 2016-04-09 00:52 ; 2016-04-08 18:06 ; Africa do Sul ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; CASABLANCA ; BERMEO ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 520 - EST.ASSIST.NAVAL PORTO LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2QP8 ;2990;0; 89.8 ; 5.7 ; ZAJOH ; NOVA MARINE CARRIERS SA  ;;335;1686;5000; 14.5 ;13;1; CS ; 2007-03-07 00:00:00.0 ;0
 LIS201600625 ;" """"04012016000625"""" "; FURNAS ;9164548; 2016-04-09 01:38 ; 2016-04-05 07:22 ; Portugal ; Porta-contentores ; BENSAUDE-AGENTES DE NAVEGACAO LDA ; PONTA DELGADA ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Praça Europa, nº2  Cais do Sodré ;3,51E+11; pedro.cardoso@bensaude.pt ; CSBK ;4450;0; 100.6 ; 6.2 ; PTPDL ; MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA ;;310;2150;5555; 18.8 ;0;4; ISP ; Mon Mar 01 00:00:00 GMT 1999 ;275
 LIS201600644 ;" """"04012016000645"""" "; STI MANHATTAN ;9707261; 2016-04-09 01:44 ; 2016-04-07 20:32 ; Ilhas Marshall ; Tanque Químico ; PINTO BASTO IV-SERVICOS MARITIMOS,LDA ; AMSTERDAM ; LA PALLICE ; 18 - DESCARGA ; 535 - TERM COMB REPSOL/BANATICA ; AV 24 DE JULHO 1-D ;269862598; agency.sines@pintobasto.com ; V7DP9 ;29735;0; 183.02 ; 8.6 ; MHMAJ ; STI MANHATTAN SHIPPING CO LTD ;;102;0;50156; 32.24 ;0;1; CS ; 2015-03-01 00:00:00.0 ;0
 LIS201600656 ;" """"04012016000657"""" "; DS MANATEE ;9255189; 2016-04-09 06:26 ; 2016-04-09 00:05 ; Ilhas Marshall ; Graneleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; TILBURY ; RADES ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V7BG8 ;17944;0; 178.43 ; 4.7 ; MHMAJ ; DRAMAR DENIZCILIK TICARET AS ;;202;0;27128;26; 14.5 ;1; CS ; Wed Jan 30 00:00:00 GMT 2002 ;0
 LIS201600634 ;" """"04012016000635"""" "; FUNCHALENSE 5 ;9388390; 2016-04-09 11:40 ; 2016-04-07 06:30 ; Portugal ; Porta-contentores ; VIA OCEANO AGENTES DE NAVEGAÇÃO LDA ; CANIÇAL ; PORTO SANTO ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; LARGO VARADOUROS N.º 4, 3º ; 220126242/3/4 ; lsousa@gruposousa.pt ; CSKN ;7580;0; 126.87 ;6; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;3586;8450; 20.4 ; 18.5 ;4; CA ; Fri Jan 01 00:00:00 GMT 2010 ;724
 LIS201600442 ;" """"04012016000441"""" "; MACAO STRAIT ;9362724; 2016-04-09 12:39 ; 2016-04-09 00:16 ; Portugal ; Porta-contentores ; VESSELMAR - AGENCIA NAVEGACAO LDA ; HALIFAX, NS ; ALGECIRAS ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ;;;; CQFJ ;21018;0; 179.7 ; 7.5 ; PTZFM ; MS MACAO STRAIT GMBH & CO, KG ;;310;0;25904; 27.6 ;0;1; CA ; Tue Jan 01 00:00:00 GMT 2008 ;0
 LIS201600620 ;" """"04012016000620"""" "; UBC MARIEL ;9421128; 2016-04-09 13:41 ; 2016-04-05 08:05 ; Antigua e Barbuda ; Carga Geral multi deck ; OCIDENAVE-NAVEGACAO LDA ; MOSTAGANEM (MESTGHANEM) ; MOSTAGANEM (MESTGHANEM) ; 13 - CARGA ; 290 - CAIS DO BEATO / TMB ; Estrada Manuel Correia Lopes nº 682 ;3,51E+11; ops.lis@ocidenave.com ; V2QA3 ;5630;0; 108.2 ; 5.2 ; AGSJO ;" UBC Mariel Shipping Company Limited		 ";;336;0;7816; 18.2 ; 12.4 ;1; C69 ; 2009-05-29 00:00:00.0 ;0
 LIS201600636 ;" """"04012016000637"""" "; MONTE BRASIL ;9083055; 2016-04-09 20:54 ; 2016-04-09 10:29 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; CANIÇAL ; LEIXOES ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSEM ;7039;0; 126.12 ;6; PTM6E ; TRANSINSULAR ;;310;3870;8450; 19.4 ;0;4; CS ; Sat Jan 01 00:00:00 GMT 1994 ;0
 LIS201600612 ;" """"04012016000612"""" "; ARKLOW FOREST ;9527685; 2016-04-09 21:01 ; 2016-04-08 16:43 ; Irlanda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; ALTO  MAR ; VIEROW ; 18 - DESCARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; EILN7 ;2998;0; 89.95 ;4; IEARK ; ARKLOW SHIPPING ULC ;;335;0;4960; 14.5 ;0;1; CS ; Sat Jan 01 00:00:00 GMT 2011 ;0
 LIS201600661 ;" """"04012016000662"""" "; OTTOMAN NOBILITY ;9290359; 2016-04-10 09:09 ; 2016-04-09 17:40 ; Turquia ; Tanque Petroleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; Pazflor  ; BILBAO ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; TCDA2 ;79903;0; 269.19 ; 8.6 ; TRIST ; GUNGEN DENIZCILIK VE TICARET ;;101;0;15262;46; 15.3 ;1; CA ; 2005-01-05 00:00:00.0 ;0
 LIS201600664 ;" """"04012016000665"""" "; RIO BARROW ;9216999; 2016-04-10 16:45 ; 2016-04-10 00:58 ; Liberia ; Porta-contentores ; HAPAG-LLOYD PORTUGAL, LDA ; RIO DE JANEIRO, RJ ; SINES ; 13 - CARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Av. D. João II, Nº 44C, Piso 2, sala 2.4 Edifício Atlantis – Parque das Nações ; 0049403001-0 ; info.de@hlag.com ; A8HL5 ;65059;0; 274.76 ; 10.4 ; LRMLW ; CONTCHART HAMBURG LEER ;;310;0;68142;40;0;1; CS ; Fri Dec 01 00:00:00 GMT 2000 ;5551
 LIS201600614 ;" """"04012016000614"""" "; BOXY LADY ;9108386; 2016-04-10 21:35 ; 2016-04-08 19:28 ; Malta ; Porta-contentores ; PORTMAR-AGENCIA DE NAVEGACAO LDA ; LEIXOES ; BISSAU ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa, Armazém 20 – 2º Piso ;218391880; lisboa.office@portmar.pt ; 9HYU9 ;14241;0; 158.75 ; 7.4 ; MTMLA ; Bonzai Shipping Ltd ;;310;6256;18447;24;16;1; CS ; Sat Jun 01 00:00:00 GMT 1996 ;1129
 LIS201600533 ;" """"04012016000532"""" "; SUDKAP ;9210294; 2016-04-11 01:13 ; 2016-03-31 19:28 ; Antigua e Barbuda ; Misto - Carga geral / Contentores ; CINTIA NAVE-AFRET. MARITIMOS,LDA ; LEIXOES ; LA PALLICE ; 18 - DESCARGA ; 800_FUNDEADOURO MAR DA PALHA ; R. CARLOS MARDEL, Nº5 - 1º ;218439002; cintia.nave@mail.telepac.pt ; V2OH9 ;6170;0; 107.76 ;7; AGSJO ; KREY SCHIFFAHRTS GMBH & CO. CG ;;339;0;7734; 18.2 ;14;1; ISP ; 2000-01-01 00:00:00.0 ;370
 LIS201600648 ;" """"04012016000650"""" "; WEC VERMEER ;9237371; 2016-04-11 01:14 ; 2016-04-10 15:11 ; Chipre ; Misto - Carga geral / Contentores ; IBERO LINHAS TRANSPORTES LDA ; LEIXOES ; SINES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; RUA 2 EDIF. VERDE, 2º ESQ ;3,51E+11; paula.alves@lisboa.iberolinhas.pt ; 5BLR3 ;8583;0; 134.44 ;7; CYLMS ; HOLLAND MAAS SCHEEPVAART BEHHER II BV ;;339;0;11391; 22.75 ;0;1; ISP ; Thu Nov 01 00:00:00 GMT 2001 ;868
 LIS201600670 ;" """"04012016000671"""" "; GDYNIA ;9594248; 2016-04-11 15:03 ; 2016-04-11 06:43 ; Bahamas, Ilhas ; Graneleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; CASABLANCA ; ROUEN ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; C6ZG9 ;24145;0; 189.99 ; 9.8 ; BSNAS ; POLSKA ZEGLUGA MORSKA PP ;;202;0;37933; 28.5 ;14;1; CA ; Tue Jun 26 00:00:00 GMT 2012 ;0
 LIS201600650 ;" """"04012016000651"""" "; BOREALIS ;9122552; 2016-04-11 15:14 ; 2016-04-10 05:50 ; Holanda ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; SANTA CRUZ DE TENERIFE ; ROTTERDAM ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; PDGS ;61849;0; 237.95 ;8; NLRTM ; HOLLAND AMERICA LINE (CARNIVAL) ;;361;29017;6354; 32.29 ; 22.5 ;1; CA ; Mon Jan 01 00:00:00 GMT 1996 ;0
 LIS201600585 ;" """"04012016000628"""" "; MSC POESIA ;9387073; 2016-04-11 15:25 ; 2016-04-10 05:32 ; Panama ; CRUZEIROS ; MEDITERRANEAN SHIPPING CO.(PORT) SA ; CADIZ ; LAS PALMAS DE GRAND CANARIA ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Avª Arqto Fernando Távora, 1190 ;210732776; PT083-OPSLIS@msc.com ; 3EPL4 ;92627;0; 293.8 ; 7.8 ; PAPTY ; MSC CRUISES ;;361;0;10561; 32.2 ;0;1; CS ; Tue Mar 04 00:00:00 GMT 2008 ;0
 LIS201600657 ;" """"04012016000658"""" "; SPIRIT ;9302255; 2016-04-11 18:14 ; 2016-04-10 18:53 ; Holanda ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; ROTTERDAM ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; PBQC ;7713;0; 141.65 ; 7.3 ; NLSNK ; UNIFEEDER A/S ;;310;0;9654; 20.6 ;19;1; CS ; Wed Oct 12 00:00:00 GMT 2005 ;0
 LIS201600673 ;" """"04012016000674"""" "; THORCO CASSIOPEIA ;9217163; 2016-04-11 19:21 ; 2016-04-11 07:16 ; Antigua e Barbuda ; Carga Geral multi deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; BROWNSVILLE, TX ; MARIN (PONTEVEDRA) ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2OI4 ;7406;0; 142.69 ; 6.8 ; AGSJO ; THORCO SHIPPING A/S ;;336;3860;10610; 18.25 ; 14.78 ;1; CS ; 2002-02-20 00:00:00.0 ;679
 LIS201600654 ;" """"04012016000655"""" "; ARKLOW BEACON ;9638795; 2016-04-11 20:34 ; 2016-04-08 17:41 ; Holanda ; Carga Geral single deck ; JAMES RAWES NAVEGACAO LDA ; CARINO ; BORDEAUX ; 18 - DESCARGA ; 305 - TERM GRANEIS SILOPOR/BEATO ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; PBVX ;5065;0; 119.49 ; 6.8 ; NLRTM ; GLENTHORNE SHIPPING ;;335;0;8660; 14.99 ;0;1; CS ; undefined ;0
 LIS201600616 ;" """"04012016000616"""" "; EMERALD PRINCESS ;9333151; 2016-04-11 21:02 ; 2016-04-10 16:58 ; Bermudas ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; LE HAVRE ; PORT EVERGLADES, FL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; ZCDP8 ;113561;0; 288.61 ; 8.65 ; BMBDA ; PRINCESS CRUISES ;;361;83575;8400; 36.05 ; 22.15 ;1; CS ; 2007-07-13 00:00:00.0 ;0
 LIS201600623 ;" """"04012016000623"""" "; EVIDENCE ;9136230; 2016-04-11 21:29 ; 2016-04-11 12:17 ; Holanda ; Porta-contentores ; OREY COMERCIO NAVEGACAO,SA ; SANTA CRUZ DE TENERIFE ; VILLAGARCIA DE AROSA ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; PCDA ;9191;0; 145.55 ; 9.4 ; NLHAR ; BOLUDA LINES ;;310;0;13100; 23.28 ;0;1; CS ; Wed Jan 01 00:00:00 GMT 1997 ;0
 LIS201600671 ;" """"04012016000672"""" "; CORVO ;9381275; 2016-04-11 23:09 ; 2016-04-10 22:03 ; Portugal ; Porta-contentores ; BENSAUDE-AGENTES DE NAVEGACAO LDA ; LEIXOES ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Praça Europa, nº2  Cais do Sodré ;3,51E+11; pedro.cardoso@bensaude.pt ; CSBH ;7064;0; 119.9 ; 6.6 ; PTPDL ; MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA ;;310;0;9000;20;16;1; CS ; Tue Jan 23 00:00:00 GMT 2007 ;410
 LIS201600667 ;" """"04012016000668"""" "; MARRY-S ;9148178; 2016-04-12 00:57 ; 2016-04-10 07:05 ; Holanda ; Misto - Carga geral / Contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LONDONDERRY ; SEVILLA ; 13 - CARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; PDGU ;2375;0;89; 3.2 ; NLKAM ; ELAN SCHEEPVAARTBEDRIJF C.V. ;;339;1409;3471;14;11;1; CS ; Sun Jun 01 00:00:00 GMT 1997 ;0
 LIS201600665 ;" """"04012016000666"""" "; BOTHNIA ;9229087; 2016-04-12 02:16 ; 2016-04-08 22:27 ; Finlandia ; Misto - Carga geral / Contentores ; OCIDENAVE-NAVEGACAO LDA ; MOSTAGANEM (MESTGHANEM) ; JORF LASFAR ; 13 - CARGA ; 290 - CAIS DO BEATO / TMB ; Estrada Manuel Correia Lopes nº 682 ;3,51E+11; ops.lis@ocidenave.com ; OJSI ;5052;0; 118.55 ; 7.2 ; FITKU ; Aalto Shipping Co Oy ;;339;0;7750; 15.2 ;0;1; CS ; 2002-01-01 00:00:00.0 ;0
 LIS201600624 ;" """"04012016000624"""" "; BAHIA TRES ;9428671; 2016-04-12 06:08 ; 2016-04-11 05:32 ; Espanha ; Tanque Petroleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; SINES ; SINES ; 18 - DESCARGA ; 520 - EST.ASSIST.NAVAL PORTO LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; EADC ;4969;0; 99.8 ;6; ESSCT ; MURELOIL ;;101;1859;6920;18;0;1; C69 ; Mon Apr 30 00:00:00 GMT 2007 ;0
 LIS201600658 ;" """"04012016000659"""" "; ALESSANDRA LEHMANN ;9290684; 2016-04-12 07:14 ; 2016-04-08 21:24 ; Antigua e Barbuda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; ALTO  MAR ; TONNAY CHARENTE ; 18 - DESCARGA ; 120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2OS4 ;3183;0; 89.98 ; 5.7 ; AGSJO ; LEHMANN REEDEREI GMBH & CO KG ;;335;0;4501; 15.2 ;0;1; CS ; 2004-07-01 00:00:00.0 ;0
 LIS201600642 ;" """"04012016000643"""" "; KARIN SCHEPERS ;9404077; 2016-04-12 14:05 ; 2016-04-10 23:52 ; Antigua e Barbuda ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; ROTTERDAM ; SETUBAL ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; V2HS3 ;7852;0; 140.6 ; 6.9 ; AGSJO ; HS SCHIFFAHRTS ;;310;0;9340; 22.01 ;0;1; CS ; Mon Jan 01 00:00:00 GMT 2007 ;803
 LIS201600641 ;" """"04012016000642"""" "; X-PRESS MONTE BIANCO ;9276341; 2016-04-12 17:40 ; 2016-04-12 05:57 ; Malta ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; CASABLANCA ; LEIXOES ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; 9HA3446 ;6434;0; 133.58 ; 6.9 ; MTMLA ; NORBULK SHIPPING UK LTD ;;310;0;8496; 19.4 ;0;1; CS ; Wed Jan 01 00:00:00 GMT 2003 ;0
 LIS201600669 ;" """"04012016000670"""" "; MANUELA E ;9400150; 2016-04-12 20:49 ; 2016-04-11 21:34 ; Espanha ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; CASABLANCA ; ARZEW ; 13 - CARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; EAVH ;3778;0; 99.8 ; 4.2 ; ESSCT ; NAVIGASA ;;335;1731;5000;14;12;1; CA ; Thu Sep 06 00:00:00 GMT 2007 ;0
 LIS201600662 ;" """"04012016000663"""" "; INSULAR ;9150420; 2016-04-13 00:11 ; 2016-04-10 13:05 ; Portugal ; Porta-contentores ; VIA OCEANO AGENTES DE NAVEGAÇÃO LDA ; CANIÇAL ; CANIÇAL ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; LARGO VARADOUROS N.º 4, 3º ; 220126242/3/4 ; lsousa@gruposousa.pt ; CSDD ;5599;0; 119.8 ;6; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;2679;6700;20;0;4; CS ; Thu Jan 01 00:00:00 GMT 1998 ;0
 LIS201600676 ;" """"04012016000677"""" "; SULTAN MOULAY ISMAIL ;2224325; 2016-04-13 10:17 ; 2016-04-12 07:51 ; Marrocos ; Guerra ; OREY COMERCIO NAVEGACAO,SA ; ALTO  MAR ; ALTO  MAR ; 35 - VISITA OFICIAL NAVIO DE GUERRA ESTRANGEIRO ; 120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; CNLG ;2577;0;98;6; MACAS ; 000000000.0000 ;;981;0;2075; 13.02 ;0;1;; undefined ;0
